"Search Console - No GSC Data"
"Address","Status Code","Title 1","Indexability","Indexability Status","Clicks","Impressions","CTR","Position"
"https://clubs.scholastic.com/unicorn-and-yeti-adventures-pack/9781338653861-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/who-would-win%3F-ultimate-rumble-4-pack/9781338624861-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/pumpkinheads/9781626721623-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/holiday-favorites-book-and-cd-library/9781338537659-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/cool-careers-in-sports/9781338320183-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/no-roll-weighted-seat%3A-purple/WBS45PU-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/bonus-best-sellers/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/oz%3A-the-complete-collection/9781302921200-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/subitizing-activity-cards%3A-grades-k−1/ELP626633-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/scented-notepad-and-glitter-gel-pen/Y5100-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/marcus-vega-doesn’t-speak-spanish/9781338603934-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/junie-b.-jones-complete-collection/9780545922074-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/100--extra-small-mini-clay-kit™%3A-rainbow-cake/FA12350-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/the-very-hungry-caterpillar/9780590617284-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/sunny-trio/9781338688252-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/hp-probook/5VC00UT-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/third-grade-angels/9780545387736-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/harold-and-the-purple-crayon/9780439132534-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-epic-tales-of-captain-underpants%3A-george-and-harold’s-epic-comix-collection%2C-vol.-2/9781338262476-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/who-was-milton-hershey%3F/9780545801126-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/national-geographic-kids™%3A-harriet-tubman/9781338652994-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/what-does-it-mean-to-be-kind%3F/9781338088175-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/award-winning-authors-trio/9781338687453-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/mulan%3A-before-the-sword/9781368020336-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-undefeated/9781328780966-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/value-packs-kindergarten/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/i-like-myself%21/9780439799058-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/melissa-and-doug-tic-stac-toe/0077202097-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/the-gingerbread-man-loose-at-the-zoo/9781338217599-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/klutz-sew-your-own-donut-animals/9781338566154-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/the-circuit/9780439188968-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/deep-space/9781603764087-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/pop-classics%3A-back-to-the-future/9781683691167-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/the-raven-cycle-%231%3A-the-raven-boys/9780545424936-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/self-adhesive-labeling-pockets/CLI70443-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/narwhal’s-otter-friend%3A-a-narwhal-and-jelly-book/9781338654479-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/freedom-in-congo-square/9781338629576-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/magic-tree-house-merlin-missions-%231–%2327-pack/9781338622904-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/colección-¿quién-ganará%3F/9781338622270-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/steam/","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/value-packs-prek/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/paquete-hombre-mosca-presenta/9781338669220-rco-us.html","302","","Non-Indexable","Redirected","","","",""
"https://clubs.scholastic.com/the-outsiders/9780140385724-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/teacher-favorites-1st-grade/","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/proud%3A-living-my-american-dream%3A-young-readers-edition/9780316538183-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
"https://clubs.scholastic.com/who-is-malala-yousafzai%3F/9780545902274-rco-us.html","200","Scholastic Book Clubs | Children's Books for Parents and Teachers","Indexable","","","","",""
