date,variable,value
2022-01-20,Trading,86
2022-01-21,Trading,83
2022-01-22,Trading,63
2022-01-23,Trading,77
2022-01-24,Trading,89
2022-01-25,Trading,100
2022-01-26,Trading,96
2022-01-27,Trading,92
2022-01-28,Trading,87
2022-01-29,Trading,68
2022-01-30,Trading,69
2022-01-31,Trading,81
2022-02-01,Trading,84
2022-02-02,Trading,89
2022-02-03,Trading,92
2022-02-04,Trading,78
2022-02-05,Trading,64
2022-02-06,Trading,67
2022-02-07,Trading,87
2022-02-08,Trading,85
2022-02-09,Trading,87
2022-02-10,Trading,92
2022-02-11,Trading,87
2022-02-12,Trading,57
2022-02-13,Trading,74
2022-02-14,Trading,89
2022-02-15,Trading,90
2022-02-16,Trading,84
2022-02-17,Trading,83
2022-02-18,Trading,83
2022-02-19,Trading,67
2022-02-20,Trading,54
2022-02-21,Trading,83
2022-02-22,Trading,88
2022-02-23,Trading,81
2022-02-24,Trading,88
2022-02-25,Trading,82
2022-02-26,Trading,56
2022-02-27,Trading,66
2022-02-28,Trading,92
2022-03-01,Trading,81
2022-03-02,Trading,75
2022-03-03,Trading,76
2022-03-04,Trading,84
2022-03-05,Trading,57
2022-03-06,Trading,70
2022-03-07,Trading,88
2022-03-08,Trading,97
2022-03-09,Trading,95
2022-03-10,Trading,86
2022-03-11,Trading,81
2022-03-12,Trading,59
2022-03-13,Trading,62
2022-03-14,Trading,85
2022-03-15,Trading,86
2022-03-16,Trading,88
2022-03-17,Trading,88
2022-03-18,Trading,80
2022-03-19,Trading,67
2022-03-20,Trading,64
2022-03-21,Trading,0
2021-12-23,Software,64
2021-12-24,Software,51
2021-12-25,Software,65
2021-12-26,Software,49
2021-12-27,Software,56
2021-12-28,Software,65
2021-12-29,Software,75
2021-12-30,Software,67
2021-12-31,Software,61
2022-01-01,Software,61
2022-01-02,Software,58
2022-01-03,Software,67
2022-01-04,Software,79
2022-01-05,Software,87
2022-01-06,Software,97
2022-01-07,Software,80
2022-01-08,Software,60
2022-01-09,Software,69
2022-01-10,Software,85
2022-01-11,Software,85
2022-01-12,Software,89
2022-01-13,Software,89
2022-01-14,Software,82
2022-01-15,Software,67
2022-01-16,Software,64
2022-01-17,Software,79
2022-01-18,Software,90
2022-01-19,Software,94
2022-01-20,Software,89
2022-01-21,Software,84
2022-01-22,Software,67
2022-01-23,Software,60
2022-01-24,Software,74
2022-01-25,Software,90
2022-01-26,Software,100
2022-01-27,Software,84
2022-01-28,Software,88
2022-01-29,Software,61
2022-01-30,Software,63
2022-01-31,Software,78
2022-02-01,Software,86
2022-02-02,Software,94
2022-02-03,Software,88
2022-02-04,Software,85
2022-02-05,Software,64
2022-02-06,Software,60
2022-02-07,Software,83
2022-02-08,Software,78
2022-02-09,Software,85
2022-02-10,Software,94
2022-02-11,Software,80
2022-02-12,Software,61
2022-02-13,Software,65
2022-02-14,Software,81
2022-02-15,Software,90
2022-02-16,Software,84
2022-02-17,Software,96
2022-02-18,Software,75
2022-02-19,Software,63
2022-02-20,Software,62
2022-02-21,Software,82
2022-02-22,Software,85
2022-02-23,Software,100
2022-02-24,Software,73
2022-02-25,Software,74
2022-02-26,Software,57
2022-02-27,Software,61
2022-02-28,Software,76
2022-03-01,Software,77
2022-03-02,Software,82
2022-03-03,Software,94
2022-03-04,Software,77
2022-03-05,Software,53
2022-03-06,Software,57
2022-03-07,Software,75
2022-03-08,Software,84
2022-03-09,Software,78
2022-03-10,Software,92
2022-03-11,Software,83
2022-03-12,Software,59
2022-03-13,Software,59
2022-03-14,Software,81
2022-03-15,Software,84
2022-03-16,Software,96
2022-03-17,Software,88
2022-03-18,Software,73
2022-03-19,Software,64
2022-03-20,Software,61
2022-03-21,Software,0
2021-12-23,Recovery,67
2021-12-24,Recovery,66
2021-12-25,Recovery,56
2021-12-26,Recovery,45
2021-12-27,Recovery,72
2021-12-28,Recovery,67
2021-12-29,Recovery,81
2021-12-30,Recovery,70
2021-12-31,Recovery,65
2022-01-01,Recovery,64
2022-01-02,Recovery,63
2022-01-03,Recovery,70
2022-01-04,Recovery,92
2022-01-05,Recovery,83
2022-01-06,Recovery,87
2022-01-07,Recovery,69
2022-01-08,Recovery,65
2022-01-09,Recovery,64
2022-01-10,Recovery,93
2022-01-11,Recovery,90
2022-01-12,Recovery,85
2022-01-13,Recovery,86
2022-01-14,Recovery,80
2022-01-15,Recovery,64
2022-01-16,Recovery,73
2022-01-17,Recovery,89
2022-01-18,Recovery,93
2022-01-19,Recovery,94
2022-01-20,Recovery,94
2022-01-21,Recovery,76
2022-01-22,Recovery,72
2022-01-23,Recovery,69
2022-01-24,Recovery,99
2022-01-25,Recovery,94
2022-01-26,Recovery,87
2022-01-27,Recovery,100
2022-01-28,Recovery,84
2022-01-29,Recovery,68
2022-01-30,Recovery,72
2022-01-31,Recovery,93
2022-02-01,Recovery,95
2022-02-02,Recovery,92
2022-02-03,Recovery,99
2022-02-04,Recovery,80
2022-02-05,Recovery,69
2022-02-06,Recovery,73
2022-02-07,Recovery,95
2022-02-08,Recovery,88
2022-02-09,Recovery,93
2022-02-10,Recovery,90
2022-02-11,Recovery,85
2022-02-12,Recovery,61
2022-02-13,Recovery,67
2022-02-14,Recovery,93
2022-02-15,Recovery,93
2022-02-16,Recovery,92
2022-02-17,Recovery,86
2022-02-18,Recovery,68
2022-02-19,Recovery,67
2022-02-20,Recovery,57
2022-02-21,Recovery,82
2022-02-22,Recovery,84
2022-02-23,Recovery,76
2022-02-24,Recovery,68
2022-02-25,Recovery,67
2022-02-26,Recovery,63
2022-02-27,Recovery,56
2022-02-28,Recovery,94
2022-03-01,Recovery,80
2022-03-02,Recovery,90
2022-03-03,Recovery,90
2022-03-04,Recovery,79
2022-03-05,Recovery,65
2022-03-06,Recovery,65
2022-03-07,Recovery,90
2022-03-08,Recovery,85
2022-03-09,Recovery,90
2022-03-10,Recovery,80
2022-03-11,Recovery,85
2022-03-12,Recovery,70
2022-03-13,Recovery,67
2022-03-14,Recovery,90
2022-03-15,Recovery,87
2022-03-16,Recovery,90
2022-03-17,Recovery,86
2022-03-18,Recovery,86
2022-03-19,Recovery,72
2022-03-20,Recovery,67
2022-03-21,Recovery,0
2021-12-23,Transfer,14
2021-12-24,Transfer,14
2021-12-25,Transfer,18
2021-12-26,Transfer,14
2021-12-27,Transfer,15
2021-12-28,Transfer,15
2021-12-29,Transfer,16
2021-12-30,Transfer,17
2021-12-31,Transfer,16
2022-01-01,Transfer,22
2022-01-02,Transfer,24
2022-01-03,Transfer,27
2022-01-04,Transfer,30
2022-01-05,Transfer,30
2022-01-06,Transfer,32
2022-01-07,Transfer,32
2022-01-08,Transfer,28
2022-01-09,Transfer,27
2022-01-10,Transfer,28
2022-01-11,Transfer,30
2022-01-12,Transfer,32
2022-01-13,Transfer,30
2022-01-14,Transfer,28
2022-01-15,Transfer,25
2022-01-16,Transfer,27
2022-01-17,Transfer,30
2022-01-18,Transfer,31
2022-01-19,Transfer,29
2022-01-20,Transfer,31
2022-01-21,Transfer,28
2022-01-22,Transfer,24
2022-01-23,Transfer,25
2022-01-24,Transfer,30
2022-01-25,Transfer,34
2022-01-26,Transfer,36
2022-01-27,Transfer,38
2022-01-28,Transfer,40
2022-01-29,Transfer,39
2022-01-30,Transfer,46
2022-01-31,Transfer,100
2022-02-01,Transfer,34
2022-02-02,Transfer,18
2022-02-03,Transfer,15
2022-02-04,Transfer,14
2022-02-05,Transfer,13
2022-02-06,Transfer,13
2022-02-07,Transfer,14
2022-02-08,Transfer,14
2022-02-09,Transfer,14
2022-02-10,Transfer,13
2022-02-11,Transfer,12
2022-02-12,Transfer,12
2022-02-13,Transfer,12
2022-02-14,Transfer,13
2022-02-15,Transfer,14
2022-02-16,Transfer,12
2022-02-17,Transfer,13
2022-02-18,Transfer,12
2022-02-19,Transfer,10
2022-02-20,Transfer,12
2022-02-21,Transfer,13
2022-02-22,Transfer,13
2022-02-23,Transfer,13
2022-02-24,Transfer,12
2022-02-25,Transfer,12
2022-02-26,Transfer,10
2022-02-27,Transfer,11
2022-02-28,Transfer,13
2022-03-01,Transfer,13
2022-03-02,Transfer,13
2022-03-03,Transfer,12
2022-03-04,Transfer,12
2022-03-05,Transfer,10
2022-03-06,Transfer,10
2022-03-07,Transfer,13
2022-03-08,Transfer,13
2022-03-09,Transfer,12
2022-03-10,Transfer,13
2022-03-11,Transfer,13
2022-03-12,Transfer,11
2022-03-13,Transfer,10
2022-03-14,Transfer,14
2022-03-15,Transfer,14
2022-03-16,Transfer,13
2022-03-17,Transfer,13
2022-03-18,Transfer,12
2022-03-19,Transfer,11
2022-03-20,Transfer,12
2022-03-21,Transfer,0
2021-12-23,Gas,55
2021-12-24,Gas,52
2021-12-25,Gas,42
2021-12-26,Gas,32
2021-12-27,Gas,41
2021-12-28,Gas,44
2021-12-29,Gas,52
2021-12-30,Gas,47
2021-12-31,Gas,39
2022-01-01,Gas,33
2022-01-02,Gas,38
2022-01-03,Gas,45
2022-01-04,Gas,61
2022-01-05,Gas,63
2022-01-06,Gas,68
2022-01-07,Gas,68
2022-01-08,Gas,51
2022-01-09,Gas,52
2022-01-10,Gas,63
2022-01-11,Gas,61
2022-01-12,Gas,65
2022-01-13,Gas,58
2022-01-14,Gas,53
2022-01-15,Gas,47
2022-01-16,Gas,48
2022-01-17,Gas,70
2022-01-18,Gas,63
2022-01-19,Gas,64
2022-01-20,Gas,61
2022-01-21,Gas,61
2022-01-22,Gas,47
2022-01-23,Gas,46
2022-01-24,Gas,69
2022-01-25,Gas,67
2022-01-26,Gas,65
2022-01-27,Gas,62
2022-01-28,Gas,59
2022-01-29,Gas,50
2022-01-30,Gas,48
2022-01-31,Gas,69
2022-02-01,Gas,65
2022-02-02,Gas,64
2022-02-03,Gas,100
2022-02-04,Gas,75
2022-02-05,Gas,52
2022-02-06,Gas,49
2022-02-07,Gas,70
2022-02-08,Gas,61
2022-02-09,Gas,60
2022-02-10,Gas,60
2022-02-11,Gas,57
2022-02-12,Gas,44
2022-02-13,Gas,44
2022-02-14,Gas,60
2022-02-15,Gas,60
2022-02-16,Gas,58
2022-02-17,Gas,55
2022-02-18,Gas,50
2022-02-19,Gas,42
2022-02-20,Gas,46
2022-02-21,Gas,60
2022-02-22,Gas,64
2022-02-23,Gas,63
2022-02-24,Gas,74
2022-02-25,Gas,72
2022-02-26,Gas,55
2022-02-27,Gas,53
2022-02-28,Gas,75
2022-03-01,Gas,65
2022-03-02,Gas,72
2022-03-03,Gas,71
2022-03-04,Gas,68
2022-03-05,Gas,52
2022-03-06,Gas,54
2022-03-07,Gas,83
2022-03-08,Gas,89
2022-03-09,Gas,78
2022-03-10,Gas,68
2022-03-11,Gas,66
2022-03-12,Gas,51
2022-03-13,Gas,51
2022-03-14,Gas,64
2022-03-15,Gas,60
2022-03-16,Gas,61
2022-03-17,Gas,58
2022-03-18,Gas,55
2022-03-19,Gas,44
2022-03-20,Gas,44
2022-03-21,Gas,0
2021-12-23,Classes,39
2021-12-24,Classes,30
2021-12-25,Classes,29
2021-12-26,Classes,45
2021-12-27,Classes,64
2021-12-28,Classes,64
2021-12-29,Classes,59
2021-12-30,Classes,57
2021-12-31,Classes,59
2022-01-01,Classes,65
2022-01-02,Classes,93
2022-01-03,Classes,100
2022-01-04,Classes,83
2022-01-05,Classes,94
2022-01-06,Classes,83
2022-01-07,Classes,71
2022-01-08,Classes,80
2022-01-09,Classes,95
2022-01-10,Classes,88
2022-01-11,Classes,86
2022-01-12,Classes,84
2022-01-13,Classes,72
2022-01-14,Classes,69
2022-01-15,Classes,78
2022-01-16,Classes,87
2022-01-17,Classes,86
2022-01-18,Classes,82
2022-01-19,Classes,87
2022-01-20,Classes,76
2022-01-21,Classes,69
2022-01-22,Classes,74
2022-01-23,Classes,85
2022-01-24,Classes,84
2022-01-25,Classes,80
2022-01-26,Classes,86
2022-01-27,Classes,79
2022-01-28,Classes,64
2022-01-29,Classes,66
2022-01-30,Classes,82
2022-01-31,Classes,82
2022-02-01,Classes,80
2022-02-02,Classes,77
2022-02-03,Classes,76
2022-02-04,Classes,70
2022-02-05,Classes,70
2022-02-06,Classes,81
2022-02-07,Classes,79
2022-02-08,Classes,82
2022-02-09,Classes,79
2022-02-10,Classes,77
2022-02-11,Classes,69
2022-02-12,Classes,67
2022-02-13,Classes,87
2022-02-14,Classes,63
2022-02-15,Classes,78
2022-02-16,Classes,71
2022-02-17,Classes,68
2022-02-18,Classes,59
2022-02-19,Classes,64
2022-02-20,Classes,75
2022-02-21,Classes,87
2022-02-22,Classes,75
2022-02-23,Classes,74
2022-02-24,Classes,59
2022-02-25,Classes,65
2022-02-26,Classes,64
2022-02-27,Classes,72
2022-02-28,Classes,76
2022-03-01,Classes,64
2022-03-02,Classes,67
2022-03-03,Classes,63
2022-03-04,Classes,59
2022-03-05,Classes,59
2022-03-06,Classes,75
2022-03-07,Classes,81
2022-03-08,Classes,65
2022-03-09,Classes,67
2022-03-10,Classes,68
2022-03-11,Classes,65
2022-03-12,Classes,64
2022-03-13,Classes,69
2022-03-14,Classes,77
2022-03-15,Classes,73
2022-03-16,Classes,69
2022-03-17,Classes,77
2022-03-18,Classes,53
2022-03-19,Classes,61
2022-03-20,Classes,64
2022-03-21,Classes,0
2021-12-23,Rehab,60
2021-12-24,Rehab,31
2021-12-25,Rehab,45
2021-12-26,Rehab,37
2021-12-27,Rehab,63
2021-12-28,Rehab,48
2021-12-29,Rehab,59
2021-12-30,Rehab,53
2021-12-31,Rehab,61
2022-01-01,Rehab,49
2022-01-02,Rehab,50
2022-01-03,Rehab,64
2022-01-04,Rehab,69
2022-01-05,Rehab,61
2022-01-06,Rehab,72
2022-01-07,Rehab,68
2022-01-08,Rehab,69
2022-01-09,Rehab,65
2022-01-10,Rehab,76
2022-01-11,Rehab,78
2022-01-12,Rehab,73
2022-01-13,Rehab,78
2022-01-14,Rehab,72
2022-01-15,Rehab,46
2022-01-16,Rehab,60
2022-01-17,Rehab,83
2022-01-18,Rehab,67
2022-01-19,Rehab,67
2022-01-20,Rehab,62
2022-01-21,Rehab,74
2022-01-22,Rehab,61
2022-01-23,Rehab,61
2022-01-24,Rehab,73
2022-01-25,Rehab,81
2022-01-26,Rehab,77
2022-01-27,Rehab,75
2022-01-28,Rehab,59
2022-01-29,Rehab,52
2022-01-30,Rehab,56
2022-01-31,Rehab,64
2022-02-01,Rehab,84
2022-02-02,Rehab,85
2022-02-03,Rehab,81
2022-02-04,Rehab,86
2022-02-05,Rehab,68
2022-02-06,Rehab,57
2022-02-07,Rehab,85
2022-02-08,Rehab,100
2022-02-09,Rehab,66
2022-02-10,Rehab,85
2022-02-11,Rehab,69
2022-02-12,Rehab,50
2022-02-13,Rehab,62
2022-02-14,Rehab,83
2022-02-15,Rehab,90
2022-02-16,Rehab,74
2022-02-17,Rehab,73
2022-02-18,Rehab,51
2022-02-19,Rehab,64
2022-02-20,Rehab,55
2022-02-21,Rehab,78
2022-02-22,Rehab,80
2022-02-23,Rehab,85
2022-02-24,Rehab,69
2022-02-25,Rehab,68
2022-02-26,Rehab,51
2022-02-27,Rehab,38
2022-02-28,Rehab,63
2022-03-01,Rehab,73
2022-03-02,Rehab,59
2022-03-03,Rehab,67
2022-03-04,Rehab,69
2022-03-05,Rehab,63
2022-03-06,Rehab,49
2022-03-07,Rehab,70
2022-03-08,Rehab,70
2022-03-09,Rehab,60
2022-03-10,Rehab,67
2022-03-11,Rehab,79
2022-03-12,Rehab,66
2022-03-13,Rehab,63
2022-03-14,Rehab,70
2022-03-15,Rehab,80
2022-03-16,Rehab,79
2022-03-17,Rehab,60
2022-03-18,Rehab,88
2022-03-19,Rehab,60
2022-03-20,Rehab,44
2022-03-21,Rehab,0
2021-12-23,Treatment,90
2021-12-24,Treatment,69
2021-12-25,Treatment,49
2021-12-26,Treatment,60
2021-12-27,Treatment,69
2021-12-28,Treatment,76
2021-12-29,Treatment,80
2021-12-30,Treatment,79
2021-12-31,Treatment,67
2022-01-01,Treatment,63
2022-01-02,Treatment,76
2022-01-03,Treatment,81
2022-01-04,Treatment,88
2022-01-05,Treatment,92
2022-01-06,Treatment,90
2022-01-07,Treatment,87
2022-01-08,Treatment,78
2022-01-09,Treatment,82
2022-01-10,Treatment,94
2022-01-11,Treatment,92
2022-01-12,Treatment,89
2022-01-13,Treatment,91
2022-01-14,Treatment,86
2022-01-15,Treatment,71
2022-01-16,Treatment,82
2022-01-17,Treatment,91
2022-01-18,Treatment,86
2022-01-19,Treatment,94
2022-01-20,Treatment,100
2022-01-21,Treatment,95
2022-01-22,Treatment,91
2022-01-23,Treatment,91
2022-01-24,Treatment,94
2022-01-25,Treatment,90
2022-01-26,Treatment,95
2022-01-27,Treatment,95
2022-01-28,Treatment,88
2022-01-29,Treatment,83
2022-01-30,Treatment,84
2022-01-31,Treatment,88
2022-02-01,Treatment,90
2022-02-02,Treatment,89
2022-02-03,Treatment,86
2022-02-04,Treatment,89
2022-02-05,Treatment,72
2022-02-06,Treatment,79
2022-02-07,Treatment,96
2022-02-08,Treatment,99
2022-02-09,Treatment,96
2022-02-10,Treatment,91
2022-02-11,Treatment,85
2022-02-12,Treatment,83
2022-02-13,Treatment,80
2022-02-14,Treatment,86
2022-02-15,Treatment,92
2022-02-16,Treatment,90
2022-02-17,Treatment,88
2022-02-18,Treatment,74
2022-02-19,Treatment,72
2022-02-20,Treatment,82
2022-02-21,Treatment,92
2022-02-22,Treatment,91
2022-02-23,Treatment,86
2022-02-24,Treatment,79
2022-02-25,Treatment,81
2022-02-26,Treatment,70
2022-02-27,Treatment,88
2022-02-28,Treatment,92
2022-03-01,Treatment,83
2022-03-02,Treatment,91
2022-03-03,Treatment,80
2022-03-04,Treatment,76
2022-03-05,Treatment,69
2022-03-06,Treatment,85
2022-03-07,Treatment,91
2022-03-08,Treatment,92
2022-03-09,Treatment,91
2022-03-10,Treatment,92
2022-03-11,Treatment,86
2022-03-12,Treatment,72
2022-03-13,Treatment,86
2022-03-14,Treatment,94
2022-03-15,Treatment,99
2022-03-16,Treatment,91
2022-03-17,Treatment,92
2022-03-18,Treatment,87
2022-03-19,Treatment,72
2022-03-20,Treatment,91
2022-03-21,Treatment,0
2021-12-23,Cord Blood,67
2021-12-24,Cord Blood,50
2021-12-25,Cord Blood,27
2021-12-26,Cord Blood,0
2021-12-27,Cord Blood,41
2021-12-28,Cord Blood,20
2021-12-29,Cord Blood,59
2021-12-30,Cord Blood,20
2021-12-31,Cord Blood,0
2022-01-01,Cord Blood,21
2022-01-02,Cord Blood,0
2022-01-03,Cord Blood,0
2022-01-04,Cord Blood,19
2022-01-05,Cord Blood,38
2022-01-06,Cord Blood,56
2022-01-07,Cord Blood,0
2022-01-08,Cord Blood,60
2022-01-09,Cord Blood,41
2022-01-10,Cord Blood,55
2022-01-11,Cord Blood,55
2022-01-12,Cord Blood,19
2022-01-13,Cord Blood,38
2022-01-14,Cord Blood,40
2022-01-15,Cord Blood,63
2022-01-16,Cord Blood,21
2022-01-17,Cord Blood,0
2022-01-18,Cord Blood,38
2022-01-19,Cord Blood,37
2022-01-20,Cord Blood,0
2022-01-21,Cord Blood,40
2022-01-22,Cord Blood,0
2022-01-23,Cord Blood,21
2022-01-24,Cord Blood,54
2022-01-25,Cord Blood,71
2022-01-26,Cord Blood,39
2022-01-27,Cord Blood,20
2022-01-28,Cord Blood,100
2022-01-29,Cord Blood,0
2022-01-30,Cord Blood,0
2022-01-31,Cord Blood,0
2022-02-01,Cord Blood,19
2022-02-02,Cord Blood,19
2022-02-03,Cord Blood,20
2022-02-04,Cord Blood,20
2022-02-05,Cord Blood,0
2022-02-06,Cord Blood,42
2022-02-07,Cord Blood,40
2022-02-08,Cord Blood,57
2022-02-09,Cord Blood,77
2022-02-10,Cord Blood,20
2022-02-11,Cord Blood,21
2022-02-12,Cord Blood,0
2022-02-13,Cord Blood,0
2022-02-14,Cord Blood,19
2022-02-15,Cord Blood,39
2022-02-16,Cord Blood,38
2022-02-17,Cord Blood,39
2022-02-18,Cord Blood,56
2022-02-19,Cord Blood,21
2022-02-20,Cord Blood,41
2022-02-21,Cord Blood,39
2022-02-22,Cord Blood,19
2022-02-23,Cord Blood,19
2022-02-24,Cord Blood,19
2022-02-25,Cord Blood,39
2022-02-26,Cord Blood,21
2022-02-27,Cord Blood,84
2022-02-28,Cord Blood,37
2022-03-01,Cord Blood,19
2022-03-02,Cord Blood,19
2022-03-03,Cord Blood,19
2022-03-04,Cord Blood,41
2022-03-05,Cord Blood,21
2022-03-06,Cord Blood,0
2022-03-07,Cord Blood,0
2022-03-08,Cord Blood,40
2022-03-09,Cord Blood,78
2022-03-10,Cord Blood,39
2022-03-11,Cord Blood,60
2022-03-12,Cord Blood,0
2022-03-13,Cord Blood,0
2022-03-14,Cord Blood,0
2022-03-15,Cord Blood,18
2022-03-16,Cord Blood,36
2022-03-17,Cord Blood,38
2022-03-18,Cord Blood,0
2022-03-19,Cord Blood,22
2022-03-20,Cord Blood,22
2022-03-21,Cord Blood,0
2021-12-23,hotels,36
2021-12-24,hotels,31
2021-12-25,hotels,36
2021-12-26,hotels,43
2021-12-27,hotels,63
2021-12-28,hotels,64
2021-12-29,hotels,64
2021-12-30,hotels,62
2021-12-31,hotels,52
2022-01-01,hotels,63
2022-01-02,hotels,74
2022-01-03,hotels,83
2022-01-04,hotels,64
2022-01-05,hotels,69
2022-01-06,hotels,71
2022-01-07,hotels,73
2022-01-08,hotels,76
2022-01-09,hotels,90
2022-01-10,hotels,83
2022-01-11,hotels,75
2022-01-12,hotels,72
2022-01-13,hotels,75
2022-01-14,hotels,73
2022-01-15,hotels,82
2022-01-16,hotels,89
2022-01-17,hotels,81
2022-01-18,hotels,74
2022-01-19,hotels,73
2022-01-20,hotels,70
2022-01-21,hotels,69
2022-01-22,hotels,78
2022-01-23,hotels,89
2022-01-24,hotels,79
2022-01-25,hotels,81
2022-01-26,hotels,81
2022-01-27,hotels,75
2022-01-28,hotels,68
2022-01-29,hotels,81
2022-01-30,hotels,81
2022-01-31,hotels,79
2022-02-01,hotels,75
2022-02-02,hotels,79
2022-02-03,hotels,74
2022-02-04,hotels,71
2022-02-05,hotels,79
2022-02-06,hotels,94
2022-02-07,hotels,89
2022-02-08,hotels,74
2022-02-09,hotels,76
2022-02-10,hotels,75
2022-02-11,hotels,72
2022-02-12,hotels,78
2022-02-13,hotels,100
2022-02-14,hotels,77
2022-02-15,hotels,78
2022-02-16,hotels,77
2022-02-17,hotels,73
2022-02-18,hotels,69
2022-02-19,hotels,78
2022-02-20,hotels,93
2022-02-21,hotels,83
2022-02-22,hotels,77
2022-02-23,hotels,77
2022-02-24,hotels,62
2022-02-25,hotels,70
2022-02-26,hotels,73
2022-02-27,hotels,86
2022-02-28,hotels,76
2022-03-01,hotels,67
2022-03-02,hotels,67
2022-03-03,hotels,66
2022-03-04,hotels,62
2022-03-05,hotels,68
2022-03-06,hotels,83
2022-03-07,hotels,73
2022-03-08,hotels,67
2022-03-09,hotels,65
2022-03-10,hotels,65
2022-03-11,hotels,71
2022-03-12,hotels,75
2022-03-13,hotels,87
2022-03-14,hotels,80
2022-03-15,hotels,77
2022-03-16,hotels,75
2022-03-17,hotels,72
2022-03-18,hotels,71
2022-03-19,hotels,79
2022-03-20,hotels,95
2022-03-21,hotels,0
2021-12-23,internet,70
2021-12-24,internet,61
2021-12-25,internet,63
2021-12-26,internet,58
2021-12-27,internet,61
2021-12-28,internet,63
2021-12-29,internet,66
2021-12-30,internet,68
2021-12-31,internet,60
2022-01-01,internet,59
2022-01-02,internet,61
2022-01-03,internet,64
2022-01-04,internet,71
2022-01-05,internet,78
2022-01-06,internet,78
2022-01-07,internet,70
2022-01-08,internet,62
2022-01-09,internet,67
2022-01-10,internet,80
2022-01-11,internet,77
2022-01-12,internet,78
2022-01-13,internet,82
2022-01-14,internet,70
2022-01-15,internet,66
2022-01-16,internet,63
2022-01-17,internet,70
2022-01-18,internet,83
2022-01-19,internet,81
2022-01-20,internet,70
2022-01-21,internet,72
2022-01-22,internet,65
2022-01-23,internet,60
2022-01-24,internet,75
2022-01-25,internet,80
2022-01-26,internet,83
2022-01-27,internet,73
2022-01-28,internet,70
2022-01-29,internet,67
2022-01-30,internet,62
2022-01-31,internet,66
2022-02-01,internet,74
2022-02-02,internet,71
2022-02-03,internet,81
2022-02-04,internet,74
2022-02-05,internet,65
2022-02-06,internet,70
2022-02-07,internet,82
2022-02-08,internet,100
2022-02-09,internet,88
2022-02-10,internet,76
2022-02-11,internet,68
2022-02-12,internet,66
2022-02-13,internet,63
2022-02-14,internet,74
2022-02-15,internet,71
2022-02-16,internet,70
2022-02-17,internet,79
2022-02-18,internet,79
2022-02-19,internet,69
2022-02-20,internet,68
2022-02-21,internet,80
2022-02-22,internet,67
2022-02-23,internet,71
2022-02-24,internet,63
2022-02-25,internet,68
2022-02-26,internet,55
2022-02-27,internet,63
2022-02-28,internet,65
2022-03-01,internet,68
2022-03-02,internet,69
2022-03-03,internet,71
2022-03-04,internet,70
2022-03-05,internet,62
2022-03-06,internet,59
2022-03-07,internet,70
2022-03-08,internet,69
2022-03-09,internet,73
2022-03-10,internet,73
2022-03-11,internet,70
2022-03-12,internet,62
2022-03-13,internet,57
2022-03-14,internet,66
2022-03-15,internet,66
2022-03-16,internet,69
2022-03-17,internet,66
2022-03-18,internet,68
2022-03-19,internet,56
2022-03-20,internet,60
2022-03-21,internet,0
2021-12-23,hosting,29
2021-12-24,hosting,28
2021-12-25,hosting,23
2021-12-26,hosting,22
2021-12-27,hosting,34
2021-12-28,hosting,30
2021-12-29,hosting,32
2021-12-30,hosting,42
2021-12-31,hosting,36
2022-01-01,hosting,31
2022-01-02,hosting,23
2022-01-03,hosting,29
2022-01-04,hosting,32
2022-01-05,hosting,45
2022-01-06,hosting,36
2022-01-07,hosting,27
2022-01-08,hosting,30
2022-01-09,hosting,36
2022-01-10,hosting,37
2022-01-11,hosting,45
2022-01-12,hosting,38
2022-01-13,hosting,44
2022-01-14,hosting,45
2022-01-15,hosting,33
2022-01-16,hosting,35
2022-01-17,hosting,55
2022-01-18,hosting,38
2022-01-19,hosting,33
2022-01-20,hosting,46
2022-01-21,hosting,56
2022-01-22,hosting,30
2022-01-23,hosting,44
2022-01-24,hosting,43
2022-01-25,hosting,41
2022-01-26,hosting,46
2022-01-27,hosting,49
2022-01-28,hosting,42
2022-01-29,hosting,47
2022-01-30,hosting,22
2022-01-31,hosting,39
2022-02-01,hosting,38
2022-02-02,hosting,49
2022-02-03,hosting,50
2022-02-04,hosting,53
2022-02-05,hosting,25
2022-02-06,hosting,40
2022-02-07,hosting,48
2022-02-08,hosting,78
2022-02-09,hosting,44
2022-02-10,hosting,41
2022-02-11,hosting,51
2022-02-12,hosting,34
2022-02-13,hosting,27
2022-02-14,hosting,49
2022-02-15,hosting,50
2022-02-16,hosting,39
2022-02-17,hosting,44
2022-02-18,hosting,36
2022-02-19,hosting,30
2022-02-20,hosting,31
2022-02-21,hosting,33
2022-02-22,hosting,47
2022-02-23,hosting,49
2022-02-24,hosting,34
2022-02-25,hosting,46
2022-02-26,hosting,28
2022-02-27,hosting,48
2022-02-28,hosting,51
2022-03-01,hosting,42
2022-03-02,hosting,45
2022-03-03,hosting,44
2022-03-04,hosting,52
2022-03-05,hosting,31
2022-03-06,hosting,32
2022-03-07,hosting,45
2022-03-08,hosting,45
2022-03-09,hosting,42
2022-03-10,hosting,38
2022-03-11,hosting,57
2022-03-12,hosting,39
2022-03-13,hosting,98
2022-03-14,hosting,100
2022-03-15,hosting,70
2022-03-16,hosting,40
2022-03-17,hosting,50
2022-03-18,hosting,53
2022-03-19,hosting,42
2022-03-20,hosting,40
2022-03-21,hosting,0
2021-12-23,hosting,29
2021-12-24,hosting,28
